113,190,5
27,16,5
964,191,5
960,192,5
511,193,5
984,194,4
832,71,4
605,195,5
954,196,5
960,134,5
284,197,3
985,198,5
979,199,4
747,200,3
967,201,3
632,202,3
158,123,4
835,203,4
983,204,2
765,205,4
681,206,5
223,12,5
905,130,5
986,207,5
670,208,4
978,114,2
341,186,3
712,209,4
570,48,5
510,32,1
544,85,5
832,210,4
396,211,1
901,163,1
632,212,3
896,213,5
815,214,5
686,159,5
986,215,5
169,18,3
977,17,5
670,216,3
970,72,4
624,217,5
505,218,5
800,219,5
542,220,1
971,38,5
454,221,4
536,222,5
655,223,1
528,224,2
989,225,5
536,226,5
812,116,5
611,227,4
344,142,5
972,228,5
937,229,5
974,230,5
800,2,4
208,231,2
978,78,5
26,42,5
705,1,1
905,232,5
886,233,1
425,234,4
616,235,5
611,117,5
803,236,1
857,237,4
5,238,5
21,239,5
841,240,4
673,241,1
700,48,4
954,242,5
56,243,5
964,244,5
91,245,5
949,246,1
977,205,5
954,247,5
119,58,5
79,248,5
577,249,5
914,250,4
788,34,1
800,251,5
639,252,4
466,253,5
624,234,5
26,254,5
942,80,1
979,255,5
835,17,4
708,256,1
148,257,5
180,258,4
808,259,4
747,229,3
814,260,4
954,261,5
596,241,5
824,262,5
843,263,5
979,264,5
79,265,1
977,266,5
927,267,3
517,268,3
761,269,4
765,96,3
993,270,3
893,271,2
536,272,4
293,273,1
877,155,5
800,195,5
19,54,5
791,274,5
684,275,4
439,276,5
191,167,4
905,277,5
415,278,5
761,279,5
944,280,5
977,171,5
234,281,5
455,42,2
970,282,4
851,283,2
639,284,5
351,42,5
756,186,5
714,285,4
983,12,3
638,286,4
982,287,5
719,288,5
115,289,4
967,290,5
751,291,5
272,292,5
647,293,5
958,294,4
832,295,4
835,183,5
989,296,4
619,297,5
865,234,4
197,298,5
876,299,4
470,300,5
979,301,5
813,302,4
708,303,1
416,304,4
698,305,4
425,178,3
832,306,5
990,214,5
208,307,5
564,12,5
56,308,5
234,309,4
957,310,3
698,34,4
866,307,5
791,311,5
235,48,4
21,312,5
705,75,5
670,313,4
877,87,4
812,314,5
140,315,4
841,316,3
953,317,5
174,166,5
561,318,4
869,319,4
120,295,4
624,320,5
455,321,4
536,278,4
777,322,4
234,287,4
158,280,4
905,323,5
561,324,5
239,138,4
505,325,5
681,326,5
425,327,5
820,328,5
509,39,4
700,329,5
932,140,5
975,330,3
869,76,5
31,229,5
977,41,3
370,248,5
680,331,3
866,253,5
923,332,2
982,45,2
866,103,5
747,333,3
746,334,4
804,335,3
161,195,3
835,336,4
977,337,1
276,338,5
943,339,1
584,340,5
756,278,5
505,341,4
118,230,5
329,342,5
708,265,5
905,343,5
975,344,3
553,345,5
905,223,1
869,346,4
813,318,2
719,347,5
983,144,2
723,348,5
990,349,5
688,238,5
865,350,5
709,351,4
832,352,4
977,25,5
560,275,3
970,353,2
203,114,3
687,130,4
735,306,5
705,241,1
329,354,5
415,355,5
977,42,5
876,58,5
687,356,5
974,357,3
472,358,5
949,180,1
983,346,2
684,359,5
592,360,3
857,361,3
989,191,5
758,338,5
835,362,4
984,363,5
800,364,5
708,365,5
990,366,4
984,367,4
902,368,1
571,294,4
980,369,3
949,223,1
905,179,4
905,370,3
208,286,4
709,153,5
802,371,1
970,352,4
979,372,4
639,138,5
235,373,5
505,374,1
624,375,5
927,83,5
803,376,5
944,30,5
748,377,4
978,378,2
835,379,5
979,380,2
987,12,4
884,381,4
197,382,5
624,383,5
163,384,5
975,385,4
774,386,5
986,252,4
235,387,5
991,388,2
616,267,4
804,386,5
542,202,5
765,389,4
700,390,5
415,391,1
612,392,4
273,98,4
977,144,5
966,345,4
235,393,5
223,115,5
719,18,4
459,394,5
954,395,5
639,396,4
246,397,4
760,215,4
971,398,5
713,313,5
344,69,5
983,399,5
81,367,3
993,400,4
966,401,5
977,229,5
581,402,5
812,403,4
560,404,5
638,102,4
517,88,5
612,401,4
960,203,5
505,405,4
964,385,5
975,406,1
174,407,5
866,408,5
517,409,3
560,235,5
932,410,5
760,284,4
900,411,5
593,67,4
82,412,5
459,413,4
583,30,5
118,414,3
990,73,4
835,415,4
869,416,2
560,417,4
632,217,4
719,114,5
571,418,3
808,207,3
876,223,5
208,108,5
56,419,5
820,420,5
886,421,3
591,312,4
560,260,5
528,422,2
644,423,2
947,424,1
434,425,5
979,426,1
577,48,4
905,321,5
860,141,5
125,427,5
158,428,5
670,429,4
708,430,3
972,431,4
977,204,5
765,432,1
208,433,5
655,229,5
848,434,4
459,122,5
719,352,4
408,18,5
767,435,5
219,286,5
948,168,3
425,436,5
947,437,5
5,80,4
627,75,5
443,185,3
61,438,4
802,368,4
990,439,3
889,227,5
984,440,5
723,174,4
767,441,5
987,13,4
719,371,5
639,442,4
818,69,5
802,278,1
800,224,3
5,443,5
983,444,5
977,88,5
841,445,4
611,446,4
905,447,5
353,423,5
208,448,5
983,449,1
972,450,4
125,212,3
835,393,4
487,451,2
958,452,3
35,286,5
655,104,4
787,453,5
987,454,4
753,191,4
944,291,5
235,134,5
899,455,4
987,318,5
705,306,1
455,456,4
954,457,1
624,10,5
513,417,1
385,458,4
611,459,5
917,460,1
595,461,5
669,462,5
624,463,5
971,140,5
611,464,5
594,465,5
681,377,5
890,466,5
705,467,1
310,451,3
903,468,3
885,469,4
851,470,4
148,471,5
964,101,5
536,66,5
382,472,5
962,34,2
990,473,5
78,418,5
832,22,5
351,213,5
197,50,4
591,253,5
919,12,5
560,431,4
446,474,5
116,475,5
698,476,4
298,455,4
571,477,5
697,478,4
978,479,4
54,215,4
415,480,3
208,118,4
869,481,5
585,469,5
850,482,2
686,483,5
817,484,5
826,273,5
765,339,4
970,118,5
273,56,5
804,485,5
298,238,5
505,162,4
991,486,4
647,487,5
983,95,2
158,488,5
639,489,4
905,490,5
886,491,3
960,492,5
905,493,5
983,494,5
502,495,2
841,496,4
623,64,5
670,234,5
802,497,3
158,346,5
977,70,3
899,4,4
82,183,5
947,498,5
881,387,5
611,226,5
639,499,5
560,304,4
962,500,5
224,281,5
705,244,5
757,501,4
962,326,5
591,502,5
517,503,4
765,504,1
991,505,3
900,506,2
640,212,1
455,130,4
446,297,5
469,297,5
698,507,3
415,371,5
408,303,5
169,249,5
979,508,2
933,509,5
947,185,5
964,359,5
670,170,3
459,347,5
712,15,5
813,494,5
812,510,5
415,403,1
958,54,5
536,511,5
905,512,4
415,513,4
223,424,4
982,153,5
593,337,1
954,446,5
284,514,3
982,515,2
517,516,5
851,209,5
518,310,4
884,517,5
964,518,5
876,456,5
401,519,5
542,130,4
670,105,3
60,520,5
423,521,4
944,14,4
813,6,5
264,491,4
957,480,4
903,522,5
960,68,5
802,523,5
943,524,4
719,525,5
944,526,4
425,527,5
983,205,2
26,528,3
661,49,2
670,529,3
951,530,5
905,531,5
983,532,5
459,10,3
805,347,5
482,377,5
954,533,5
800,534,5
822,322,3
700,34,4
673,36,5
808,216,2
977,535,5
670,536,5
798,111,5
681,537,2
585,375,2
962,537,1
517,538,3
624,371,5
700,491,4
536,415,4
656,539,4
896,540,4
329,145,5
771,541,4
977,533,5
80,295,4
593,542,5
777,245,4
927,453,5
591,543,5
487,11,4
140,544,4
679,12,4
905,21,5
306,545,5
661,36,5
966,546,5
983,539,1
767,547,5
761,470,5
963,548,5
624,549,5
157,167,5
905,550,1
26,434,5
963,352,5
110,17,5
596,551,5
984,552,4
234,442,5
814,553,5
661,84,1
321,116,4
455,554,5
676,555,5
978,556,3
889,91,5
800,522,5
937,30,5
594,557,3
958,426,2
977,104,5
235,442,5
895,240,3
966,338,4
235,138,5
882,408,5
960,558,5
511,559,5
632,114,3
884,303,3
624,342,5
905,560,5
455,14,4
686,156,3
820,561,5
979,562,3
984,563,5
713,564,5
765,565,5
977,346,5
705,12,4
983,168,5
611,566,3
561,567,5
224,568,5
589,461,2
656,64,5
589,569,1
977,570,1
509,111,4
517,571,5
888,548,3
712,572,3
899,120,3
991,573,4
982,66,4
459,455,5
670,215,5
223,401,2
987,304,4
954,49,5
455,574,4
984,407,5
647,304,5
743,575,3
966,296,5
954,369,5
979,42,5
933,576,1
962,577,5
949,467,1
408,393,5
987,468,4
529,334,5
987,20,5
886,578,5
882,579,4
800,193,4
804,580,4
26,30,5
761,52,5
978,581,3
970,162,4
511,582,5
347,583,5
932,584,4
348,585,3
442,168,5
812,586,2
443,418,2
455,587,4
611,588,5
706,8,5
619,330,4
905,572,4
803,589,5
927,115,2
919,366,3
408,590,4
800,100,5
439,591,5
943,592,5
886,122,4
841,463,3
967,262,1
655,533,5
835,485,5
949,400,1
985,593,5
593,231,4
975,305,1
517,594,5
624,238,5
962,71,2
803,457,1
536,45,3
466,40,5
947,595,5
841,230,3
455,596,5
944,281,5
459,597,1
988,312,5
800,598,5
984,176,4
76,599,1
452,600,5
652,601,3
992,155,5
455,278,5
979,277,5
505,602,5
902,365,5
284,603,4
972,604,3
765,98,5
730,207,2
756,605,5
836,606,5
814,607,4
676,280,5
835,174,3
731,608,3
176,290,5
972,564,4
67,109,5
890,507,3
960,316,5
957,609,4
975,117,1
611,153,5
769,5,3
957,252,5
638,305,4
979,31,5
712,543,4
119,17,4
208,610,5
411,284,5
235,177,5
560,359,5
982,407,5
964,611,1
984,142,5
841,134,3
832,34,4
425,10,5
631,559,4
983,17,3
876,419,1
984,393,5
293,169,1
670,360,5
802,612,3
81,504,3
482,613,5
443,249,5
962,614,5
989,614,5
425,615,3
560,597,1
593,518,3
836,616,4
767,421,5
983,617,5
765,618,5
953,619,5
611,384,4
347,47,5
886,620,4
964,365,5
560,192,5
958,508,1
655,195,5
561,621,5
829,622,4
886,623,3
899,206,4
148,76,5
549,462,5
951,624,5
705,359,5
700,45,4
884,625,5
951,535,4
528,626,3
446,596,4
246,627,1
80,152,4
979,268,5
964,256,1
719,628,5
396,629,5
61,320,2
626,316,5
223,630,4
957,527,4
591,579,5
681,592,5
970,631,5
869,281,4
629,425,5
79,134,5
611,393,5
5,629,5
949,7,1
835,95,5
511,424,3
375,568,4
708,632,5
208,180,5
80,183,5
977,633,1
797,634,4
568,635,4
960,281,5
953,168,5
207,636,4
446,595,5
803,637,4
787,638,2
20,127,5
273,355,5
835,639,4
560,445,5
455,522,4
656,640,5
511,51,5
329,353,4
857,253,5
536,523,5
987,404,5
884,97,4
979,360,3
813,32,1
975,641,1
747,25,5
832,592,5
983,281,2
866,12,5
983,535,1
698,13,3
949,114,1
937,642,5
869,144,5
892,643,5
263,644,5
962,88,4
611,645,5
905,553,5
940,250,5
835,243,1
595,646,5
808,52,3
905,253,5
767,600,5
900,186,4
684,287,5
694,213,5
932,87,2
964,647,3
869,648,1
951,112,5
832,194,5
517,649,5
972,130,5
206,119,4
830,167,1
797,650,4
708,651,4
767,103,5
876,437,5
169,216,5
242,425,5
571,522,5
408,585,4
712,652,3
536,653,5
557,482,4
425,306,3
574,513,3
10,375,3
517,287,4
824,235,5
957,358,5
158,277,4
865,313,5
835,444,5
884,654,4
446,244,3
668,29,5
987,655,5
517,656,5
661,657,2
700,132,5
121,649,5
982,51,5
884,658,4
975,327,1
632,69,2
531,124,2
705,94,5
340,216,4
412,409,5
79,159,1
343,659,3
487,80,3
115,81,4
705,209,5
624,69,5
424,86,5
900,660,4
814,93,5
812,12,5
835,117,3
791,44,5
800,343,5
964,478,5
746,563,4
670,165,2
619,409,5
977,661,5
425,303,5
263,394,5
679,13,5
804,662,5
980,610,1
719,663,5
988,664,4
747,452,3
989,644,5
799,665,5
169,563,5
91,539,5
174,309,5
425,120,3
415,666,5
538,67,5
949,140,3
767,45,5
303,667,5
814,668,5
803,669,4
560,271,4
970,670,5
984,671,5
957,107,4
825,332,2
700,672,4
348,673,5
758,425,5
518,269,4
974,107,5
358,534,5
697,296,4
200,455,5
936,674,5
351,656,5
536,117,4
698,675,5
960,287,5
804,153,5
767,651,3
829,608,5
264,676,5
564,130,5
36,292,5
983,30,2
528,187,5
654,276,5
981,677,5
832,275,4
954,522,5
967,678,3
970,161,2
841,484,4
83,599,5
223,145,3
626,406,3
765,158,2
581,363,5
540,271,2
865,679,5
466,680,5
989,681,5
983,333,3
962,45,5
584,317,5
857,479,2
989,660,5
835,47,5
439,296,5
639,682,4
952,451,4
661,143,4
593,683,4
208,71,3
632,684,4
758,395,5
882,522,5
887,188,3
826,202,5
505,210,5
584,14,4
937,685,5
842,444,4
962,144,5
723,46,3
997,425,5
505,97,5
888,686,5
972,364,5
410,402,5
329,687,4
967,140,5
884,688,4
991,418,3
971,689,5
425,207,3
487,117,1
509,690,3
208,330,5
644,193,2
511,691,5
600,196,5
705,457,5
800,366,4
987,692,5
723,476,4
452,151,3
121,109,3
735,371,5
832,648,4
697,260,4
766,208,2
363,363,5
705,511,5
700,294,4
727,467,5
903,24,3
926,693,4
989,694,5
511,550,5
502,695,5
680,351,4
589,181,4
979,281,5
326,73,1
670,418,4
611,249,5
880,696,3
624,380,5
146,414,5
439,697,3
509,698,3
735,699,5
973,155,4
719,320,4
993,219,4
882,456,4
829,21,5
954,420,5
115,438,4
824,460,2
366,596,1
485,253,5
832,700,5
425,701,4
986,158,4
241,545,5
958,455,5
652,613,5
932,377,1
661,444,5
944,195,5
944,144,5
971,144,5
869,112,5
841,1,2
234,702,5
713,625,5
56,162,4
836,682,3
735,703,5
815,598,5
899,371,4
208,317,4
808,108,4
235,682,5
983,130,3
152,30,5
884,603,3
747,238,4
443,704,2
415,114,1
62,86,4
981,705,4
129,88,4
26,450,4
705,438,1
949,176,5
983,547,5
866,88,5
709,179,5
632,706,3
975,707,5
505,519,5
812,634,4
730,515,5
984,4,2
989,435,5
932,379,4
624,178,5
809,375,4
636,387,1
905,168,4
869,375,1
727,536,5
560,400,5
21,397,4
809,708,4
415,709,4
981,359,3
77,434,5
947,217,5
972,16,4
977,642,5
958,710,2
180,115,4
980,45,3
483,711,3
577,712,3
655,324,3
982,286,4
899,634,5
884,697,5
974,7,5
208,493,5
629,402,5
208,253,5
756,125,5
625,713,4
199,294,5
169,134,4
711,366,3
979,714,1
869,130,5
930,715,5
829,521,4
20,716,5
700,717,5
835,410,4
971,204,5
761,330,4
747,718,3
342,522,5
470,288,5
943,719,5
425,720,5
513,444,3
962,53,2
841,654,3
749,658,5
506,47,5
21,504,4
208,368,5
975,721,5
670,569,3
608,473,5
661,722,5
982,61,4
982,223,1
928,723,5
800,555,5
958,463,3
27,709,4
985,18,4
528,724,4
686,140,4
91,725,5
605,247,3
624,421,5
866,642,5
766,457,5
623,437,5
353,726,5
978,270,2
951,539,5
593,727,5
841,78,3
408,151,5
542,256,5
927,728,5
61,130,4
964,34,5
970,584,4
971,224,3
800,729,5
964,730,5
670,48,3
836,331,3
986,731,5
841,561,3
804,732,4
700,35,4
944,21,5
752,733,2
996,177,4
719,734,4
169,682,5
698,260,4
917,521,2
462,658,4
679,326,4
415,735,1
571,717,3
158,722,5
749,707,5
340,4,4
644,140,4
110,297,5
771,736,5
511,668,5
966,355,5
835,235,3
681,689,5
703,151,4
570,472,1
869,231,5
608,737,5
818,738,5
624,623,5
994,533,5
900,739,4
905,57,5
560,98,5
424,97,5
984,140,5
972,625,4
351,555,5
574,740,4
835,499,4
800,95,5
79,437,4
459,741,2
742,742,5
608,287,5
536,492,4
511,220,1
815,715,3
800,312,5
655,686,5
971,135,5
841,203,4
958,295,2
281,743,4
979,501,1
984,35,4
989,200,5
876,514,1
264,575,4
131,7,5
984,419,5
698,251,5
866,17,5
905,571,4
905,444,4
970,733,3
502,481,5
851,528,5
415,429,5
690,744,3
571,88,4
655,171,5
670,182,5
62,495,5
977,333,5
668,97,4
698,378,5
800,140,5
820,745,5
889,746,1
869,171,5
644,543,5
953,291,4
964,459,5
425,627,5
203,387,5
943,747,4
989,531,5
962,554,3
980,619,4
992,43,5
884,510,5
79,69,5
857,748,5
974,29,5
974,695,3
960,340,5
747,409,4
800,661,5
814,62,4
529,673,5
624,407,4
835,283,3
899,500,3
446,328,5
584,749,2
560,750,5
964,662,2
917,419,2
993,84,1
466,751,5
808,87,2
425,752,1
158,168,5
705,131,5
471,22,2
865,123,5
655,753,3
292,428,5
719,403,5
208,754,4
560,433,5
765,755,5
592,93,5
905,291,5
542,172,1
708,576,4
979,659,5
964,756,2
962,348,5
981,126,5
982,158,5
420,757,1
787,564,5
982,369,5
979,538,5
954,57,5
977,758,1
967,511,5
813,138,4
536,743,5
661,553,5
117,35,5
747,603,4
596,620,4
990,759,4
517,232,4
899,660,5
954,760,5
408,537,4
964,597,2
884,761,3
708,762,3
487,17,1
219,355,5
841,632,3
905,78,5
765,133,5
976,718,5
624,8,4
804,507,5
836,619,4
947,486,5
639,715,4
905,648,1
425,763,2
264,764,5
766,54,2
5,557,5
990,331,3
61,628,3
483,129,3
974,206,2
705,741,1
993,224,4
53,765,5
509,354,1
719,303,4
56,695,4
747,269,2
976,62,5
705,15,5
560,217,3
936,646,5
351,124,5
3,766,5
835,536,4
974,767,5
594,768,3
42,4,5
636,69,1
905,108,5
709,643,4
208,183,5
967,769,5
884,770,3
841,242,3
759,771,5
152,607,5
688,111,5
56,772,5
146,130,5
951,773,5
970,774,5
706,775,5
954,449,5
841,657,4
708,776,5
857,206,1
706,746,5
973,777,4
994,42,5
425,46,1
968,715,5
680,580,5
990,619,5
717,778,5
986,712,4
611,580,3
963,779,5
889,221,5
727,780,5
611,445,5
719,693,4
903,565,4
231,249,5
21,407,5
957,781,4
329,586,5
966,605,5
980,737,4
826,782,5
229,783,4
343,784,5
592,700,5
979,81,3
329,34,5
979,274,4
611,606,4
681,552,3
157,373,5
415,352,1
799,785,5
98,520,5
452,786,4
273,787,4
842,226,5
344,88,5
709,788,4
970,506,3
583,37,3
865,789,5
475,790,5
869,597,1
966,111,3
884,419,3
979,30,5
406,532,5
944,533,5
705,484,1
709,490,4
560,570,3
425,355,4
723,791,5
958,647,4
814,444,4
917,792,2
884,313,5
885,597,3
986,690,4
967,191,4
841,93,4
800,66,5
984,45,4
415,422,1
919,175,5
700,27,3
647,449,5
698,725,5
851,793,4
326,602,1
987,794,5
662,795,5
905,409,5
443,393,5
953,433,5
951,488,5
798,796,5
857,590,1
979,444,5
753,797,4
192,462,5
487,749,5
812,238,5
981,624,5
174,158,4
624,355,5
536,55,4
962,381,3
968,798,5
990,798,5
975,444,5
517,685,3
980,799,4
5,800,3
933,716,4
932,28,5
835,48,4
705,365,5
611,801,5
661,317,3
593,272,5
924,575,1
937,330,5
800,447,5
903,686,3
836,802,5
982,124,4
321,803,5
940,804,5
747,715,5
835,70,3
340,658,5
927,805,3
983,157,5
966,806,5
246,803,1
298,115,5
182,633,5
967,248,5
611,281,3
348,425,5
884,567,3
415,519,1
77,88,5
884,585,3
200,306,5
321,129,5
549,538,5
979,601,2
370,92,5
804,756,5
568,285,3
396,443,5
972,215,4
922,351,3
804,168,5
832,788,5
983,103,5
990,61,4
484,119,4
311,67,4
697,641,3
670,210,2
800,171,5
841,339,5
982,260,3
888,135,5
118,13,4
980,626,3
832,747,4
195,778,5
560,652,5
670,644,5
524,597,2
746,17,5
991,676,2
832,602,4
804,68,5
992,201,5
940,279,5
596,545,5
219,807,5
884,384,5
960,189,5
67,688,5
560,181,5
990,253,5
966,525,5
888,473,5
493,292,5
536,153,4
511,386,1
958,9,2
980,61,2
656,760,4
639,157,5
43,545,5
851,45,5
347,782,3
835,808,5
862,332,4
974,313,4
686,518,3
960,571,5
774,274,5
121,45,1
957,277,5
765,809,2
484,810,3
958,467,4
964,163,1
455,798,4
919,30,5
425,325,5
979,563,5
67,811,5
234,807,4
940,812,5
949,518,1
347,99,5
219,124,5
647,68,5
812,391,4
589,230,4
990,778,5
976,813,5
624,158,5
670,138,5
778,814,1
989,592,5
911,815,5
632,816,5
814,781,4
787,805,5
676,817,5
56,357,3
208,466,5
812,145,5
975,664,5
656,449,4
273,351,5
679,69,5
29,425,5
538,818,4
208,85,5
949,69,3
989,359,5
846,482,3
700,697,5
876,387,4
408,218,5
560,351,5
969,784,5
949,819,1
735,30,5
548,744,5
719,282,4
990,285,4
670,694,5
979,679,5
17,97,5
747,820,4
951,821,5
298,314,5
629,786,5
517,680,4
408,822,5
800,287,5
611,823,5
697,757,5
962,146,5
661,824,5
927,825,1
656,21,3
670,826,5
932,549,5
735,132,5
443,675,1
640,773,4
813,422,5
973,827,4
370,515,3
832,438,5
624,314,5
264,421,4
385,828,2
401,694,5
905,788,5
624,303,5
206,128,4
652,226,4
329,161,5
877,436,5
975,362,1
917,627,1
698,497,4
899,829,1
180,137,3
442,84,5
804,777,5
536,737,5
631,447,5
756,305,4
869,456,5
624,385,5
947,64,5
611,830,5
595,653,5
869,831,5
979,634,3
954,832,5
623,813,4
835,177,3
960,143,5
886,16,4
591,168,5
903,228,5
625,833,5
647,157,5
571,360,4
293,538,5
979,772,4
933,57,5
321,243,3
652,834,4
869,418,3
641,495,5
756,260,5
981,758,5
888,725,5
765,647,4
709,163,5
932,509,5
158,835,5
583,143,5
835,241,3
293,329,5
190,836,5
917,73,2
972,7,4
719,803,3
660,330,4
516,797,5
263,837,3
869,47,4
343,34,5
231,217,5
644,69,5
656,314,4
808,383,2
670,623,5
595,99,5
958,172,4
777,102,5
826,241,5
415,586,5
983,175,1
447,838,3
832,35,4
944,447,5
56,839,4
536,515,3
989,55,5
966,178,4
865,593,5
223,236,5
990,840,4
817,728,5
760,318,5
881,609,5
978,109,2
550,379,5
269,62,5
767,95,5
27,838,4
758,114,5
560,809,5
91,760,5
680,192,3
990,841,5
947,466,5
713,347,5
293,216,5
712,295,1
705,683,5
591,433,3
655,281,5
888,840,5
719,508,4
619,623,4
506,685,5
979,715,4
992,386,5
817,627,4
937,148,5
513,826,4
626,50,2
984,428,4
968,551,5
608,842,5
899,73,5
705,432,5
958,634,5
197,570,5
542,17,4
980,335,3
905,319,5
248,602,5
61,843,4
169,548,5
866,624,5
885,223,3
639,844,5
766,44,5
968,812,4
577,502,5
415,523,5
903,465,3
747,266,2
899,216,4
174,586,5
802,586,3
940,608,5
961,796,5
411,10,5
670,546,4
964,845,5
900,163,3
125,233,3
983,533,2
415,567,1
605,399,5
841,132,3
958,846,4
982,769,5
653,16,5
415,847,5
835,588,5
949,848,5
493,269,3
981,665,5
208,623,5
698,7,5
983,143,5
964,316,5
505,39,4
424,410,5
841,237,4
595,134,5
30,639,5
963,477,5
625,792,1
293,555,4
835,179,4
619,314,4
670,794,4
917,29,1
979,181,4
61,314,4
987,849,4
396,819,3
803,411,1
723,752,3
507,418,5
67,23,5
513,559,5
661,850,5
991,851,4
195,418,5
619,640,5
425,647,1
343,852,5
619,49,3
866,853,5
561,854,5
502,211,5
425,455,5
933,626,4
125,855,3
869,856,5
686,92,5
958,857,5
611,231,5
748,258,5
31,104,3
905,665,5
679,73,1
705,184,5
611,726,5
962,223,5
832,296,5
884,815,5
91,135,5
688,314,5
917,615,5
174,565,5
684,706,5
788,80,2
944,745,5
593,58,5
775,564,5
967,51,4
121,858,5
592,636,4
425,592,5
611,131,5
835,15,5
443,859,4
293,431,3
425,48,5
517,344,3
984,427,3
953,143,5
765,515,5
592,294,3
951,771,5
914,311,1
803,71,3
273,817,4
975,821,3
951,646,5
971,834,5
611,515,5
990,307,5
208,192,4
966,10,2
158,291,5
888,815,5
647,446,5
731,124,3
822,395,5
114,6,3
990,311,5
954,331,5
608,684,5
857,159,3
765,376,4
680,860,5
697,861,5
965,17,5
949,265,1
975,104,4
951,144,5
787,303,5
415,97,1
944,571,5
971,557,4
991,9,1
958,525,5
529,862,5
91,409,5
841,23,2
984,326,5
452,39,5
919,449,5
917,129,5
984,370,5
984,863,4
994,799,5
455,253,5
425,654,2
605,12,3
964,127,5
426,4,4
459,602,5
804,706,5
835,864,4
193,17,4
571,70,3
581,665,5
970,604,5
125,706,4
183,25,5
832,223,4
869,206,1
697,865,1
841,866,3
960,787,5
818,867,3
960,580,5
626,868,3
188,515,4
698,518,5
992,869,5
844,870,5
975,47,5
927,631,2
977,871,2
882,548,5
944,408,5
640,872,5
884,787,3
978,113,3
982,272,5
425,39,5
655,157,5
954,69,1
787,172,4
978,606,3
470,13,3
826,756,5
944,398,5
986,106,5
889,335,5
994,144,5
647,93,5
937,407,5
455,571,4
596,26,5
571,873,5
239,215,4
542,675,4
881,107,5
884,10,3
593,53,3
722,740,5
455,47,5
67,563,5
681,590,2
71,545,5
962,199,5
56,170,4
56,874,4
670,501,5
705,95,5
459,6,1
670,18,3
765,493,3
632,241,1
574,270,3
967,131,5
554,241,4
949,430,5
591,183,5
841,312,3
835,830,4
899,822,5
984,548,5
611,442,4
698,875,5
905,94,5
358,363,5
146,17,5
698,323,5
705,358,5
813,450,2
967,660,5
835,715,5
439,876,4
967,752,5
975,818,2
884,86,4
611,877,4
125,878,5
814,349,5
903,378,5
949,3,1
808,54,3
962,689,5
661,146,5
841,261,3
749,26,5
979,290,4
971,66,5
595,344,5
980,433,5
719,79,5
505,243,5
841,96,4
926,739,5
832,404,4
119,317,5
655,206,1
835,153,3
21,879,4
899,614,5
163,602,5
992,125,5
758,783,5
662,446,5
120,222,5
632,92,4
246,798,5
660,142,4
26,143,5
